home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
CHA,TOR,,,,,115,-135
IND,OKC,,,,,-320,250
WAS,SA,,,,,140,-160
ORL,HOU,,,,,-155,135
NY,MIA,,,,,180,-220
MIN,PHI,,,,,125,-145
PHO,NO,,,,,-260,210
UTA,DAL,,,,,-225,185
LA,LA,,,,,-150,130
DET,BOS,,,,,410,-575
NY,MIA,,,,,190,-235
CHA,TOR,,,,,110,-140
IND,OKC,0.0,0.0,1.0,11:53,-300,220
WAS,SA,0.0,0.0,1.0,11:55,135,-165
ORL,HOU,,,,,-170,140
CHA,TOR,0.0,0.0,1.0,11:52,110,-140
IND,OKC,2.0,0.0,1.0,11:28,-370,260
WAS,SA,3.0,2.0,1.0,11:21,120,-150
ORL,HOU,0.0,3.0,1.0,11:42,-140,110
CHA,TOR,0.0,0.0,1.0,11:25,110,-140
IND,OKC,5.0,0.0,1.0,10:59,-450,310
WAS,SA,3.0,4.0,1.0,10:43,130,-160
ORL,HOU,2.0,3.0,1.0,11:10,-140,110
CHA,TOR,3.0,0.0,1.0,10:52,100,-130
IND,OKC,8.0,0.0,1.0,10:26,-575,375
WAS,SA,3.0,6.0,1.0,10:14,150,-185
ORL,HOU,2.0,4.0,1.0,11:10,-140,110
CHA,TOR,3.0,0.0,1.0,10:39,-110,-120
IND,OKC,10.0,0.0,1.0,9:56,-675,425
WAS,SA,6.0,6.0,1.0,9:55,150,-185
ORL,HOU,2.0,4.0,1.0,10:47,-140,110
CHA,TOR,3.0,2.0,1.0,10:06,-105,-125
IND,OKC,13.0,6.0,1.0,9:27,-550,360
WAS,SA,8.0,6.0,1.0,9:34,120,-150
ORL,HOU,2.0,6.0,1.0,10:24,-120,-110
CHA,TOR,3.0,2.0,1.0,9:45,-105,-125
IND,OKC,15.0,6.0,1.0,9:06,-550,360
WAS,SA,8.0,6.0,1.0,9:32,110,-140
ORL,HOU,2.0,6.0,1.0,10:19,-135,105
CHA,TOR,5.0,2.0,1.0,9:07,-110,-120
IND,OKC,15.0,8.0,1.0,9:04,-550,360
WAS,SA,10.0,8.0,1.0,9:04,110,-140
ORL,HOU,2.0,6.0,1.0,9:52,-130,100
CHA,TOR,5.0,2.0,1.0,8:42,-120,-110
IND,OKC,15.0,10.0,1.0,8:36,-475,325
WAS,SA,13.0,12.0,1.0,8:25,125,-155
ORL,HOU,2.0,6.0,1.0,9:48,-135,105
CHA,TOR,5.0,2.0,1.0,8:29,-120,-110
IND,OKC,15.0,10.0,1.0,8:28,-450,310
WAS,SA,16.0,12.0,1.0,8:08,115,-145
ORL,HOU,2.0,9.0,1.0,9:31,-135,105
CHA,TOR,9.0,2.0,1.0,8:03,-135,105
IND,OKC,16.0,10.0,1.0,8:28,-475,325
ORL,HOU,2.0,9.0,1.0,9:15,-135,105
CHA,TOR,9.0,2.0,1.0,8:03,-125,-105
ORL,HOU,2.0,9.0,1.0,9:08,-130,100
WAS,SA,16.0,12.0,1.0,8:08,130,-160
ORL,HOU,2.0,9.0,1.0,9:03,-125,-105
ORL,HOU,2.0,10.0,1.0,8:53,-130,100
WAS,SA,16.0,12.0,1.0,8:06,115,-145
ORL,HOU,2.0,10.0,1.0,8:39,-110,-120
WAS,SA,16.0,14.0,1.0,7:47,130,-160
ORL,HOU,2.0,12.0,1.0,8:28,105,-135
IND,OKC,17.0,10.0,1.0,8:14,-435,300
WAS,SA,16.0,16.0,1.0,7:18,150,-185
CHA,TOR,9.0,2.0,1.0,8:06,-125,-105
IND,OKC,17.0,12.0,1.0,8:09,-400,280
WAS,SA,16.0,16.0,1.0,6:57,150,-185
ORL,HOU,2.0,12.0,1.0,8:28,-105,-125
CHA,TOR,11.0,2.0,1.0,7:36,-135,105
IND,OKC,17.0,15.0,1.0,7:40,-330,240
WAS,SA,16.0,17.0,1.0,6:57,135,-165
ORL,HOU,2.0,12.0,1.0,8:28,110,-140
CHA,TOR,14.0,4.0,1.0,7:04,-160,130
IND,OKC,17.0,15.0,1.0,7:06,-315,230
WAS,SA,18.0,18.0,1.0,6:33,125,-155
CHA,TOR,14.0,6.0,1.0,6:39,-135,105
IND,OKC,17.0,17.0,1.0,6:42,-280,210
WAS,SA,20.0,18.0,1.0,6:03,110,-140
ORL,HOU,2.0,12.0,1.0,8:27,-105,-125
CHA,TOR,16.0,6.0,1.0,6:06,-150,120
IND,OKC,17.0,17.0,1.0,6:06,-280,210
WAS,SA,20.0,20.0,1.0,5:30,115,-145
ORL,HOU,2.0,15.0,1.0,7:50,120,-150
CHA,TOR,16.0,6.0,1.0,5:54,-140,110
IND,OKC,17.0,17.0,1.0,6:06,-300,220
WAS,SA,22.0,20.0,1.0,5:23,105,-135
ORL,HOU,3.0,15.0,1.0,7:39,105,-135
CHA,TOR,18.0,6.0,1.0,5:24,-160,130
IND,OKC,17.0,17.0,1.0,5:42,-280,210
WAS,SA,22.0,22.0,1.0,4:47,130,-160
ORL,HOU,3.0,15.0,1.0,7:38,100,-130
CHA,TOR,20.0,8.0,1.0,4:54,-160,130
IND,OKC,20.0,17.0,1.0,5:06,-370,260
WAS,SA,22.0,22.0,1.0,4:35,145,-175
ORL,HOU,3.0,15.0,1.0,7:24,105,-135
CHA,TOR,20.0,10.0,1.0,4:27,-140,110
IND,OKC,20.0,17.0,1.0,4:53,-330,240
WAS,SA,23.0,22.0,1.0,4:35,140,-170
ORL,HOU,3.0,17.0,1.0,6:57,110,-140
CHA,TOR,20.0,10.0,1.0,4:27,-155,125
IND,OKC,20.0,17.0,1.0,4:42,-370,260
WAS,SA,24.0,22.0,1.0,4:27,120,-150
ORL,HOU,7.0,17.0,1.0,6:40,-105,-125
CHA,TOR,20.0,10.0,1.0,4:19,-160,130
IND,OKC,24.0,20.0,1.0,4:00,-370,260
WAS,SA,24.0,22.0,1.0,3:53,130,-160
ORL,HOU,8.0,17.0,1.0,6:39,-110,-120
CHA,TOR,20.0,11.0,1.0,4:15,-155,125
IND,OKC,26.0,20.0,1.0,3:28,-450,310
WAS,SA,24.0,22.0,1.0,3:42,110,-140
ORL,HOU,10.0,17.0,1.0,6:12,-130,100
CHA,TOR,20.0,11.0,1.0,4:05,-155,125
IND,OKC,26.0,20.0,1.0,3:24,-400,280
WAS,SA,26.0,22.0,1.0,3:33,105,-135
ORL,HOU,10.0,17.0,1.0,6:07,-130,100
WAS,SA,26.0,22.0,1.0,3:13,105,-135
ORL,HOU,10.0,19.0,1.0,5:33,-110,-120
WAS,SA,26.0,24.0,1.0,3:11,120,-150
ORL,HOU,13.0,21.0,1.0,5:01,-115,-115
WAS,SA,26.0,24.0,1.0,2:53,120,-150
ORL,HOU,13.0,21.0,1.0,4:47,-120,-110
ORL,HOU,13.0,21.0,1.0,4:47,100,-130
CHA,TOR,20.0,11.0,1.0,4:07,-155,125
ORL,HOU,14.0,21.0,1.0,4:47,100,-130
CHA,TOR,23.0,11.0,1.0,3:38,-210,165
IND,OKC,26.0,22.0,1.0,3:20,-400,280
ORL,HOU,17.0,24.0,1.0,4:12,120,-150
CHA,TOR,23.0,11.0,1.0,3:28,-210,165
IND,OKC,26.0,24.0,1.0,2:52,-350,250
ORL,HOU,17.0,27.0,1.0,3:40,120,-150
CHA,TOR,23.0,13.0,1.0,3:11,-170,140
IND,OKC,26.0,26.0,1.0,2:29,-330,240
ORL,HOU,17.0,27.0,1.0,3:21,120,-150
CHA,TOR,45.0,29.0,2.0,8:16,-450,310
IND,OKC,39.0,36.0,2.0,9:58,-350,250
WAS,SA,42.0,42.0,2.0,9:14,130,-160
ORL,HOU,34.0,37.0,2.0,9:11,-130,100
NY,MIA,,,,,180,-235
UTA,DAL,,,,,-220,180
LA,LA,,,,,-155,135
IND,OKC,39.0,36.0,2.0,9:39,-385,270
ORL,HOU,34.0,37.0,2.0,8:35,-115,-115
IND,OKC,39.0,38.0,2.0,9:18,-315,230
ORL,HOU,34.0,40.0,2.0,8:23,105,-135
NY,MIA,0.0,0.0,1.0,11:57,180,-235
IND,OKC,39.0,38.0,2.0,9:18,-350,250
WAS,SA,42.0,42.0,2.0,8:39,150,-185
ORL,HOU,34.0,40.0,2.0,8:01,110,-140
NY,MIA,0.0,0.0,1.0,11:36,170,-220
CHA,TOR,45.0,29.0,2.0,8:17,-450,310
ORL,HOU,36.0,40.0,2.0,7:28,105,-135
NY,MIA,2.0,0.0,1.0,11:07,165,-210
CHA,TOR,47.0,29.0,2.0,7:45,-600,385
WAS,SA,45.0,42.0,2.0,8:12,110,-140
ORL,HOU,36.0,40.0,2.0,7:07,-125,-105
NY,MIA,2.0,0.0,1.0,11:02,180,-235
